UBIGEO,DEPARTAMEN,PROVINCIA,DISTRITO,lat,lon
100101,HUANUCO,HUANUCO,HUANUCO,-9.896570951106957,-76.29669724513253
100102,HUANUCO,HUANUCO,AMARILIS,-9.950240180230255,-76.18822505767973
100103,HUANUCO,HUANUCO,CHINCHAO,-9.615372860813638,-76.11075891019964
100104,HUANUCO,HUANUCO,CHURUBAMBA,-9.685260928489313,-76.26572931731769
100105,HUANUCO,HUANUCO,MARGOS,-10.063236543385344,-76.53319007501695
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),-9.86924038883899,-76.4208060586112
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,-9.996754810005763,-76.3305286118081
100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,-10.078525189897968,-76.42182225985476
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,-9.793375779610361,-76.31265515956153
100110,HUANUCO,HUANUCO,YARUMAYO,-9.95581951075363,-76.44014374090374
100111,HUANUCO,HUANUCO,PILLCO MARCA,-10.04038401058482,-76.28124835428048
100112,HUANUCO,HUANUCO,YACUS,-9.946054455190055,-76.51124610574752
100113,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,-9.707735827395336,-75.9384503146482
100201,HUANUCO,AMBO,AMBO,-10.150138763724566,-76.1411773301343
100202,HUANUCO,AMBO,CAYNA,-10.215213369681571,-76.3706018485799
100203,HUANUCO,AMBO,COLPAS,-10.244398299805777,-76.46435781490392
100204,HUANUCO,AMBO,CONCHAMARCA,-10.048684121717052,-76.20959431869107
100205,HUANUCO,AMBO,HUACAR,-10.195303476374466,-76.26960433739315
100206,HUANUCO,AMBO,SAN FRANCISCO,-10.3323901146328,-76.28733136379606
100207,HUANUCO,AMBO,SAN RAFAEL,-10.328935631620457,-76.12633638252926
100208,HUANUCO,AMBO,TOMAY KICHWA,-10.06487435691241,-76.17914646094242
100301,HUANUCO,DOS DE MAYO,LA UNION,-9.907891707802902,-76.79469520299747
100307,HUANUCO,DOS DE MAYO,CHUQUIS,-9.648277371321303,-76.6323299019119
100311,HUANUCO,DOS DE MAYO,MARIAS,-9.546918858544466,-76.42351378209472
100313,HUANUCO,DOS DE MAYO,PACHAS,-9.691975191346378,-76.83074090156106
100316,HUANUCO,DOS DE MAYO,QUIVILLA,-9.576024639666128,-76.68727302050338
100317,HUANUCO,DOS DE MAYO,RIPAN,-9.810533078648312,-76.84369122317393
100321,HUANUCO,DOS DE MAYO,SHUNQUI,-9.750515945042718,-76.80977343185582
100322,HUANUCO,DOS DE MAYO,SILLAPATA,-9.793825864520247,-76.76686291829937
100323,HUANUCO,DOS DE MAYO,YANAS,-9.714660423305503,-76.73153472286164
100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,-8.958639021220696,-76.8392997078339
100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA,-8.847417922101721,-77.10775722196016
100403,HUANUCO,HUACAYBAMBA,COCHABAMBA,-9.097574284641432,-76.62639119330528
100404,HUANUCO,HUACAYBAMBA,PINRA,-8.914407148257721,-77.00075442683539
100501,HUANUCO,HUAMALIES,LLATA,-9.613975832561865,-76.90327022128278
100502,HUANUCO,HUAMALIES,ARANCAY,-9.137409784130172,-76.73375548863041
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,-9.4372115132973,-76.75504390208972
100504,HUANUCO,HUAMALIES,JACAS GRANDE,-9.515195743694587,-76.66841097660422
100505,HUANUCO,HUAMALIES,JIRCAN,-9.216587836999267,-76.64438638765738
100506,HUANUCO,HUAMALIES,MIRAFLORES,-9.449630786039679,-76.8710373797852
100507,HUANUCO,HUAMALIES,MONZON,-9.331107091784684,-76.38787761758246
100508,HUANUCO,HUAMALIES,PUNCHAO,-9.441461265647286,-76.83648983046318
100509,HUANUCO,HUAMALIES,PUÑOS,-9.503083833431269,-76.89689957557817
100510,HUANUCO,HUAMALIES,SINGA,-9.362765265266331,-76.8357109607046
100511,HUANUCO,HUAMALIES,TANTAMAYO,-9.375572517721807,-76.67002209730765
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,-9.190381947681962,-76.10427339026359
100602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,-9.396702278222618,-75.765899432524
100603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,-9.197496338331884,-75.8360151111752
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,-8.932448280642136,-76.1778384640721
100605,HUANUCO,LEONCIO PRADO,LUYANDO,-9.24065626315337,-75.95322526836384
100606,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,-9.394400382022301,-76.03103562045413
100607,HUANUCO,LEONCIO PRADO,PUCAYACU,-8.564759894535092,-76.06476419058447
100608,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,-9.207719721594678,-76.03849506850047
100609,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,-9.082254384234346,-76.00144304043192
100610,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,-8.984896794206211,-75.98296862370589
100701,HUANUCO,MARAÑON,HUACRACHUCO,-8.604817727761024,-77.17305637075458
100702,HUANUCO,MARAÑON,CHOLON,-8.658133635211957,-76.74104765145428
100703,HUANUCO,MARAÑON,SAN BUENAVENTURA,-8.768786382361846,-77.1480333292534
100704,HUANUCO,MARAÑON,LA MORADA,-8.880440171187399,-76.36344484958015
100705,HUANUCO,MARAÑON,SANTA ROSA DE ALTO YANAJANCA,-8.789676761217898,-76.50857870070143
100801,HUANUCO,PACHITEA,PANAO,-10.148361423292448,-75.89673833395821
100802,HUANUCO,PACHITEA,CHAGLLA,-9.737160150921,-75.79755350996332
100803,HUANUCO,PACHITEA,MOLINO,-9.996391210156993,-76.05807745974555
100804,HUANUCO,PACHITEA,UMARI,-9.86812743900435,-76.02790030422281
100901,HUANUCO,PUERTO INCA,PUERTO INCA,-9.288933443260833,-74.96684054473896
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,-9.63436383714197,-75.46653862706926
100903,HUANUCO,PUERTO INCA,HONORIA,-8.713865043761386,-74.69684137353634
100904,HUANUCO,PUERTO INCA,TOURNAVISTA,-9.001298388809916,-74.86639006847973
100905,HUANUCO,PUERTO INCA,YUYAPICHIS,-9.647378779372998,-74.99848636345276
101001,HUANUCO,LAURICOCHA,JESUS,-10.218531594044533,-76.75557877655113
101002,HUANUCO,LAURICOCHA,BAÑOS,-10.107369747656074,-76.78386319152179
101003,HUANUCO,LAURICOCHA,JIVIA,-10.035474377725407,-76.65632089966218
101004,HUANUCO,LAURICOCHA,QUEROPALCA,-10.187514117470604,-76.8658586337025
101005,HUANUCO,LAURICOCHA,RONDOS,-9.968491965480025,-76.72044631271389
101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,-9.978370885904107,-76.62751197269826
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,-10.298932293399854,-76.63758869877604
101101,HUANUCO,YAROWILCA,CHAVINILLO,-9.808069577766268,-76.55128799995083
101102,HUANUCO,YAROWILCA,CAHUAC,-9.864631886932818,-76.64932189713186
101103,HUANUCO,YAROWILCA,CHACABAMBA,-9.900566707431127,-76.63213797223929
101104,HUANUCO,YAROWILCA,APARICIO POMARES,-9.716242685250256,-76.57686989408028
101105,HUANUCO,YAROWILCA,JACAS CHICO,-9.875168854235124,-76.50908433951464
101106,HUANUCO,YAROWILCA,OBAS,-9.82692897730191,-76.68131975554753
101107,HUANUCO,YAROWILCA,PAMPAMARCA,-9.765885768892296,-76.7077540255149
101108,HUANUCO,YAROWILCA,CHORAS,-9.91181687831465,-76.57182539794356
110101,ICA,ICA,ICA,-14.213856460531932,-75.9066563702039
110102,ICA,ICA,LA TINGUIÑA,-14.01078041600293,-75.67334225365563
110103,ICA,ICA,LOS AQUIJES,-14.074032050235951,-75.64061226419895
110104,ICA,ICA,OCUCAJE,-14.484107273358372,-75.7807516793753
110105,ICA,ICA,PACHACUTEC,-14.160410808373559,-75.6516622534233
110106,ICA,ICA,PARCONA,-14.05686627398834,-75.70044686892584
110107,ICA,ICA,PUEBLO NUEVO,-14.124513803010885,-75.67580854273731
110108,ICA,ICA,SALAS,-13.921760224857884,-75.87577714405155
110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,-13.882062841719899,-75.61241346388083
110110,ICA,ICA,SAN JUAN BAUTISTA,-13.973546384370737,-75.7331355472558
110111,ICA,ICA,SANTIAGO,-14.510747685743414,-75.51527304796464
110112,ICA,ICA,SUBTANJALLA,-14.048156864598182,-75.89323857838994
110113,ICA,ICA,TATE,-14.151553591432824,-75.70325824820212
110114,ICA,ICA,YAUCA DEL ROSARIO,-14.100681845076828,-75.43415222287796
110201,ICA,CHINCHA,CHINCHA ALTA,-13.324533950106579,-76.0345542844648
110202,ICA,CHINCHA,ALTO LARAN,-13.382194731575263,-75.93900419319864
110203,ICA,CHINCHA,CHAVIN,-13.120262529554026,-75.94266722804826
110204,ICA,CHINCHA,CHINCHA BAJA,-13.496742678786974,-76.1508114753565
110205,ICA,CHINCHA,EL CARMEN,-13.512198195666713,-75.91538256615982
110206,ICA,CHINCHA,GROCIO PRADO,-13.311586734142484,-76.16743292874361
110207,ICA,CHINCHA,PUEBLO NUEVO,-13.258455280492287,-76.08888470395873
110208,ICA,CHINCHA,SAN JUAN DE YANAC,-13.224714009030524,-75.81432058598416
110209,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,-13.07844407812384,-75.72718309909156
110210,ICA,CHINCHA,SUNAMPE,-13.426889854902091,-76.16284275182043
110211,ICA,CHINCHA,TAMBO DE MORA,-13.46032013351223,-76.18328079929644
110301,ICA,NASCA,NASCA,-14.857034862519823,-75.03688594932073
110302,ICA,NASCA,CHANGUILLO,-14.801671174124897,-75.33439615508665
110303,ICA,NASCA,EL INGENIO,-14.677745957906813,-75.0071063832318
110304,ICA,NASCA,MARCONA,-15.142423736785478,-75.0693441966007
110305,ICA,NASCA,VISTA ALEGRE,-14.928466161076987,-74.82800584355552
110401,ICA,PALPA,PALPA,-14.489735357187953,-75.13157557776996
110402,ICA,PALPA,LLIPATA,-14.594660723386628,-75.15872752046367
110403,ICA,PALPA,RIO GRANDE,-14.34570373702122,-75.14757055965647
110404,ICA,PALPA,SANTA CRUZ,-14.471196240742389,-75.25769897818715
110405,ICA,PALPA,TIBILLO,-14.150392233927166,-75.16093560558743
110501,ICA,PISCO,PISCO,-13.701809727670758,-76.19177906037483
110502,ICA,PISCO,HUANCANO,-13.555191351682346,-75.61591070628175
110503,ICA,PISCO,HUMAY,-13.744084428177949,-75.81798549061764
110504,ICA,PISCO,INDEPENDENCIA,-13.646860104770377,-76.01299675468638
110505,ICA,PISCO,PARACAS,-14.047069829143535,-76.15775042243365
110506,ICA,PISCO,SAN ANDRES,-13.80432601370413,-76.1067640415911
110507,ICA,PISCO,SAN CLEMENTE,-13.64211605169699,-76.14398674792119
110508,ICA,PISCO,TUPAC AMARU INCA,-13.726171666702726,-76.11033518794599
120101,JUNIN,HUANCAYO,HUANCAYO,-11.993323213822242,-75.07127996694894
120104,JUNIN,HUANCAYO,CARHUACALLANGA,-12.355429683309278,-75.20258107736892
120105,JUNIN,HUANCAYO,CHACAPAMPA,-12.410420361334046,-75.25713282482351
120106,JUNIN,HUANCAYO,CHICCHE,-12.290753497111531,-75.29337976212767
120107,JUNIN,HUANCAYO,CHILCA,-12.079051052894323,-75.18315481914927
120108,JUNIN,HUANCAYO,CHONGOS ALTO,-12.48565779470206,-75.43725243943192
120111,JUNIN,HUANCAYO,CHUPURO,-12.209828945968816,-75.24113227735168
120112,JUNIN,HUANCAYO,COLCA,-12.31423060978358,-75.19123423127603
120113,JUNIN,HUANCAYO,CULLHUAS,-12.251793102200022,-75.15470285900169
120114,JUNIN,HUANCAYO,EL TAMBO,-11.97195494480214,-75.16108841560077
120116,JUNIN,HUANCAYO,HUACRAPUQUIO,-12.186699859780767,-75.2093509222619
120117,JUNIN,HUANCAYO,HUALHUAS,-11.96797553527862,-75.24412037683453
120119,JUNIN,HUANCAYO,HUANCAN,-12.110517214639247,-75.20409805689474
120120,JUNIN,HUANCAYO,HUASICANCHA,-12.37122381133867,-75.28608902113903
120121,JUNIN,HUANCAYO,HUAYUCACHI,-12.13441004008824,-75.22206655666783
120122,JUNIN,HUANCAYO,INGENIO,-11.853736437483965,-75.222956271842
120124,JUNIN,HUANCAYO,PARIAHUANCA,-11.952180319878984,-74.87697773662379
120125,JUNIN,HUANCAYO,PILCOMAYO,-12.047474601474516,-75.25426891077105
120126,JUNIN,HUANCAYO,PUCARA,-12.18019976355783,-75.10051481298888
120127,JUNIN,HUANCAYO,QUICHUAY,-11.845603736731624,-75.24866767564768
120128,JUNIN,HUANCAYO,QUILCAS,-11.882245388729556,-75.166156511768
120129,JUNIN,HUANCAYO,SAN AGUSTIN,-11.989012071029398,-75.23447828326094
120130,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,-11.937409809378325,-75.28637397449417
120132,JUNIN,HUANCAYO,SAÑO,-11.950617943384064,-75.2468843657805
120133,JUNIN,HUANCAYO,SAPALLANGA,-12.113859351852875,-75.13974342470834
120134,JUNIN,HUANCAYO,SICAYA,-12.019057661065451,-75.28750899719547
120135,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,-11.85476985593834,-74.69361273911481
120136,JUNIN,HUANCAYO,VIQUES,-12.160532417067463,-75.22767613564123
120201,JUNIN,CONCEPCION,CONCEPCION,-11.912461640027328,-75.31351516274763
120202,JUNIN,CONCEPCION,ACO,-11.955336548691951,-75.39707967889163
120203,JUNIN,CONCEPCION,ANDAMARCA,-11.69635346563744,-74.85718694651287
120204,JUNIN,CONCEPCION,CHAMBARA,-12.005608001974283,-75.43647966448108
120205,JUNIN,CONCEPCION,COCHAS,-11.620066535088611,-75.14136244552456
120206,JUNIN,CONCEPCION,COMAS,-11.665498642756246,-75.04898582162966
120207,JUNIN,CONCEPCION,HEROINAS TOLEDO,-11.83874020310015,-75.2817782026031
120208,JUNIN,CONCEPCION,MANZANARES,-12.001881759077198,-75.36448618397563
120209,JUNIN,CONCEPCION,MARISCAL CASTILLA,-11.589055012618571,-75.10533993245718
120210,JUNIN,CONCEPCION,MATAHUASI,-11.881846400217519,-75.35743386610028
120211,JUNIN,CONCEPCION,MITO,-11.928800976502103,-75.35175006437666
120212,JUNIN,CONCEPCION,NUEVE DE JULIO,-11.889898697130535,-75.31462717398142
120213,JUNIN,CONCEPCION,ORCOTUNA,-11.975330966077092,-75.32822648718215
120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,-12.076253367366501,-75.5726811875941
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,-11.869930565638043,-75.30684547616738
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,-11.03277697753597,-75.35644549473423
120302,JUNIN,CHANCHAMAYO,PERENE,-10.940281849760101,-75.07595884496075
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,-11.02502977221473,-74.86876506101581
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,-10.843280259130685,-75.27276688777795
120305,JUNIN,CHANCHAMAYO,SAN RAMON,-11.156800822855232,-75.4050893627148
120306,JUNIN,CHANCHAMAYO,VITOC,-11.265018415974561,-75.236602951083
120401,JUNIN,JAUJA,JAUJA,-11.774085436226745,-75.49113753398878
120402,JUNIN,JAUJA,ACOLLA,-11.66266252442381,-75.5675652991235
120403,JUNIN,JAUJA,APATA,-11.680674106992473,-75.27252069897119
120404,JUNIN,JAUJA,ATAURA,-11.795464331561401,-75.44709425618393
120405,JUNIN,JAUJA,CANCHAYLLO,-11.914966604759162,-75.80000613988868
120406,JUNIN,JAUJA,CURICACA,-11.768441502149692,-75.66916024046603
120407,JUNIN,JAUJA,EL MANTARO,-11.817831832515216,-75.39157056484699
120408,JUNIN,JAUJA,HUAMALI,-11.789629049983374,-75.40409052994636
120409,JUNIN,JAUJA,HUARIPAMPA,-11.821278088880671,-75.48060238350008
120410,JUNIN,JAUJA,HUERTAS,-11.764383929328352,-75.46673959879108
120411,JUNIN,JAUJA,JANJAILLO,-11.765630603445185,-75.61871906060001
120412,JUNIN,JAUJA,JULCAN,-11.754255467667193,-75.42888551265006
120413,JUNIN,JAUJA,LEONOR ORDOÑEZ,-11.869144269038719,-75.43138069723446
120414,JUNIN,JAUJA,LLOCLLAPAMPA,-11.834841367588526,-75.62504884167906
120415,JUNIN,JAUJA,MARCO,-11.76045045387166,-75.56774716023548
120416,JUNIN,JAUJA,MASMA,-11.780825341729994,-75.42201875594068
120417,JUNIN,JAUJA,MASMA CHICCHE,-11.7749638823783,-75.36466196588285
120418,JUNIN,JAUJA,MOLINOS,-11.594216707821193,-75.33927300689525
120419,JUNIN,JAUJA,MONOBAMBA,-11.408568768220274,-75.2310701721029
120420,JUNIN,JAUJA,MUQUI,-11.838418366139127,-75.43765494325517
120421,JUNIN,JAUJA,MUQUIYAUYO,-11.835045283639225,-75.45936412686322
120422,JUNIN,JAUJA,PACA,-11.683169812799976,-75.5284508382536
120423,JUNIN,JAUJA,PACCHA,-11.880048600534163,-75.53342547647169
120424,JUNIN,JAUJA,PANCAN,-11.74751249483998,-75.4990280203605
120425,JUNIN,JAUJA,PARCO,-11.82061640637558,-75.54060165242575
120426,JUNIN,JAUJA,POMACANCHA,-11.632890511987087,-75.68917601582075
120427,JUNIN,JAUJA,RICRAN,-11.560032144745469,-75.45752122082662
120428,JUNIN,JAUJA,SAN LORENZO,-11.838667394725269,-75.37852603874607
120429,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,-11.718923208394896,-75.4893059007872
120430,JUNIN,JAUJA,SAUSA,-11.792653256652644,-75.4832910947414
120431,JUNIN,JAUJA,SINCOS,-11.94206801676273,-75.51311704833158
120432,JUNIN,JAUJA,TUNAN MARCA,-11.706821189448839,-75.59473750238804
120433,JUNIN,JAUJA,YAULI,-11.678847962513876,-75.4713469129197
120434,JUNIN,JAUJA,YAUYOS,-11.795838595781182,-75.51427647698911
120501,JUNIN,JUNIN,JUNIN,-11.18881347250814,-76.01192359566865
120502,JUNIN,JUNIN,CARHUAMAYO,-10.913933605653876,-76.02098798983134
120503,JUNIN,JUNIN,ONDORES,-11.091416572493202,-76.18199480356002
120504,JUNIN,JUNIN,ULCUMAYO,-10.904467365887736,-75.68396400516241
120601,JUNIN,SATIPO,SATIPO,-11.179599663720907,-74.61185333905117
120602,JUNIN,SATIPO,COVIRIALI,-11.317465595713683,-74.65147399175582
120603,JUNIN,SATIPO,LLAYLLA,-11.462946728531495,-74.64899238715995
120604,JUNIN,SATIPO,MAZAMARI,-11.364872170446672,-74.30964753631929
120605,JUNIN,SATIPO,PAMPA HERMOSA,-11.4137620927278,-74.84185964257848
120606,JUNIN,SATIPO,PANGOA,-11.769356623481572,-74.3222473734117
120607,JUNIN,SATIPO,RIO NEGRO,-11.103172017877672,-74.69096781134738
120608,JUNIN,SATIPO,RIO TAMBO,-11.53096841807803,-73.81444524181006
120609,JUNIN,SATIPO,VIZCATÁN DEL ENE,-12.202340219540089,-74.18656794393908
120701,JUNIN,TARMA,TARMA,-11.455553477244884,-75.75877667903684
120702,JUNIN,TARMA,ACOBAMBA,-11.34913450865213,-75.65683102250244
120703,JUNIN,TARMA,HUARICOLCA,-11.525648584677421,-75.6169726433358
120704,JUNIN,TARMA,HUASAHUASI,-11.127623493295856,-75.62573067794281
120705,JUNIN,TARMA,LA UNION,-11.36098860743717,-75.82263199430321
120706,JUNIN,TARMA,PALCA,-11.317139990512867,-75.50516258962253
120707,JUNIN,TARMA,PALCAMAYO,-11.270192422992588,-75.77782638083778
120708,JUNIN,TARMA,SAN PEDRO DE CAJAS,-11.123416731246639,-75.78578196654787
120709,JUNIN,TARMA,TAPO,-11.429562574308827,-75.52841732797373
120801,JUNIN,YAULI,LA OROYA,-11.605270271012737,-75.8566873536225
120802,JUNIN,YAULI,CHACAPALPA,-11.724623184978443,-75.82124069704088
120803,JUNIN,YAULI,HUAY-HUAY,-11.717136829524447,-75.965331553279
120804,JUNIN,YAULI,MARCAPOMACOCHA,-11.404886836884218,-76.25769955898754
120805,JUNIN,YAULI,MOROCOCHA,-11.544540658993682,-76.12332403148078
120806,JUNIN,YAULI,PACCHA,-11.440120100206356,-75.99227328781332
120807,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,-11.198048895952759,-76.3648509579731
120808,JUNIN,YAULI,SANTA ROSA DE SACCO,-11.557603647385864,-75.98645408034352
120809,JUNIN,YAULI,SUITUCANCHA,-11.833317419572012,-75.97818333609564
120810,JUNIN,YAULI,YAULI,-11.709621745455514,-76.09813865424616
120901,JUNIN,CHUPACA,CHUPACA,-12.070923531381904,-75.28606836140436
120902,JUNIN,CHUPACA,AHUAC,-12.081999427295173,-75.35155460771364
120903,JUNIN,CHUPACA,CHONGOS BAJO,-12.194835015367168,-75.28443278665019
120904,JUNIN,CHUPACA,HUACHAC,-12.035589172661725,-75.34265264188332
120905,JUNIN,CHUPACA,HUAMANCACA CHICO,-12.079625545366412,-75.2487673625218
120906,JUNIN,CHUPACA,SAN JUAN DE ISCOS,-12.119346784559204,-75.30159571285459
120907,JUNIN,CHUPACA,SAN JUAN DE JARPA,-12.123493313815837,-75.45101725149883
120908,JUNIN,CHUPACA,TRES DE DICIEMBRE,-12.114015798118803,-75.24585306434851
120909,JUNIN,CHUPACA,YANACANCHA,-12.253688764885235,-75.47380537630929
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.112488035078036,-79.02379206825951
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,-8.052688118886252,-78.98527336196992
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,-8.079599941387341,-79.02312582343146
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,-8.00094253497609,-79.05853680900331
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,-8.063403136211361,-79.05543977851887
130106,LA LIBERTAD,TRUJILLO,LAREDO,-8.105203293994972,-78.85538134933716
130107,LA LIBERTAD,TRUJILLO,MOCHE,-8.159176151218851,-79.00011148850568
130108,LA LIBERTAD,TRUJILLO,POROTO,-8.035272377734334,-78.75401007725465
130109,LA LIBERTAD,TRUJILLO,SALAVERRY,-8.253592934044152,-78.89940377761745
130110,LA LIBERTAD,TRUJILLO,SIMBAL,-7.91836957478382,-78.82708513338275
130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,-8.139350132318516,-79.04582282756913
130112,LA LIBERTAD,TRUJILLO,ALTO TRUJILLO,-8.04763876497309,-79.00561346003619
130201,LA LIBERTAD,ASCOPE,ASCOPE,-7.660898804674549,-79.08206818839524
130202,LA LIBERTAD,ASCOPE,CHICAMA,-7.804977006667008,-79.00822353655889
130203,LA LIBERTAD,ASCOPE,CHOCOPE,-7.790500655173665,-79.22654670786052
130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,-7.8552057748804485,-79.29991637736981
130205,LA LIBERTAD,ASCOPE,PAIJAN,-7.728737063277048,-79.30216646746439
130206,LA LIBERTAD,ASCOPE,RAZURI,-7.686842595348331,-79.37155336911461
130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,-7.9247533124497105,-79.21774002020314
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,-7.576684974227974,-79.19494173019905
130301,LA LIBERTAD,BOLIVAR,BOLIVAR,-7.264635807406681,-77.73391120417142
130302,LA LIBERTAD,BOLIVAR,BAMBAMARCA,-7.464636075114076,-77.68833976696486
130303,LA LIBERTAD,BOLIVAR,CONDORMARCA,-7.5615634865999235,-77.59755242375137
130304,LA LIBERTAD,BOLIVAR,LONGOTEA,-7.0564907285183365,-77.91011864278227
130305,LA LIBERTAD,BOLIVAR,UCHUMARCA,-7.026100658851724,-77.80588600988288
130306,LA LIBERTAD,BOLIVAR,UCUNCHA,-7.1532337728574005,-77.85059711037268
130401,LA LIBERTAD,CHEPEN,CHEPEN,-7.228527288646656,-79.3538432031526
130402,LA LIBERTAD,CHEPEN,PACANGA,-7.079654852841749,-79.44762953326989
130403,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,-7.192247207390415,-79.58629040995574
130501,LA LIBERTAD,JULCAN,JULCAN,-8.074767647113527,-78.46196198348738
130502,LA LIBERTAD,JULCAN,CALAMARCA,-8.120342369845348,-78.38077990215707
130503,LA LIBERTAD,JULCAN,CARABAMBA,-8.146577226319815,-78.58201525240852
130504,LA LIBERTAD,JULCAN,HUASO,-8.26159015646236,-78.44053021607742
130601,LA LIBERTAD,OTUZCO,OTUZCO,-7.848727607275438,-78.58211043697139
130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,-7.945549808321421,-78.46400455806338
130604,LA LIBERTAD,OTUZCO,CHARAT,-7.808660350007809,-78.4738252897136
130605,LA LIBERTAD,OTUZCO,HUARANCHAL,-7.690454527667261,-78.45173825082023
130606,LA LIBERTAD,OTUZCO,LA CUESTA,-7.90847406062233,-78.68498421693631
130608,LA LIBERTAD,OTUZCO,MACHE,-8.03421875919711,-78.53380489682063
130610,LA LIBERTAD,OTUZCO,PARANDAY,-7.888411099956676,-78.69890899428813
130611,LA LIBERTAD,OTUZCO,SALPO,-8.0328955167449,-78.63627474027976
130613,LA LIBERTAD,OTUZCO,SINSICAP,-7.754491888873753,-78.77919197296222
130614,LA LIBERTAD,OTUZCO,USQUIL,-7.800635203718065,-78.361645912233
130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,-7.483566241406306,-79.40497326797414
130702,LA LIBERTAD,PACASMAYO,GUADALUPE,-7.288137339487761,-79.48788440600023
130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,-7.350197440960529,-79.54709084191025
130704,LA LIBERTAD,PACASMAYO,PACASMAYO,-7.399863818606689,-79.54785660612423
130705,LA LIBERTAD,PACASMAYO,SAN JOSE,-7.3698108228132355,-79.3856709870991
130801,LA LIBERTAD,PATAZ,TAYABAMBA,-8.31424759077589,-77.25635296448121
130802,LA LIBERTAD,PATAZ,BULDIBUYO,-8.12440738371768,-77.38275555245599
130803,LA LIBERTAD,PATAZ,CHILLIA,-8.160832703199967,-77.52089683903743
130804,LA LIBERTAD,PATAZ,HUANCASPATA,-8.44320946700375,-77.26194363038763
130805,LA LIBERTAD,PATAZ,HUAYLILLAS,-8.190404766801068,-77.29370681243368
130806,LA LIBERTAD,PATAZ,HUAYO,-8.034943915892406,-77.59224155192743
130807,LA LIBERTAD,PATAZ,ONGON,-8.20580726940239,-77.09246428928569
130808,LA LIBERTAD,PATAZ,PARCOY,-7.993239727188166,-77.50984716003492
130809,LA LIBERTAD,PATAZ,PATAZ,-7.732452540828018,-77.58954500006708
130810,LA LIBERTAD,PATAZ,PIAS,-7.893678468373944,-77.4874498136409
130811,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,-8.427066028552218,-77.37147416090079
130812,LA LIBERTAD,PATAZ,TAURIJA,-8.279441050729336,-77.4331606857537
130813,LA LIBERTAD,PATAZ,URPAY,-8.335362777026777,-77.373042294433
130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,-7.8267334593242115,-78.04607923010131
130902,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,-7.82233354626414,-77.79809074346943
130903,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,-7.821588534615429,-77.69608273968626
130904,LA LIBERTAD,SANCHEZ CARRION,CURGOS,-7.847741215673044,-77.95349567974822
130905,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,-7.684914099634554,-77.94168389451025
130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,-7.792647081636961,-78.17563891279632
